"Model","Locus_name","Model_string","Rates","Likelihood","Unconstrained_likelihood","parameters","AIC","AICc","BIC","Best","Length","Ntaxa","Percent_constant","Percent_parsimony_informative","Site_patterns","RF_distance","nRF_distance","wRF_distance","KF_distance","PD_distance","wPD_distance","geodesic_distance","Tree_Length","Sum_int","prop_int","Min.","1st Qu.","Median","Mean","3rd Qu.","Max."
"Mixture","cluster5912.cds.aln-cln","MIX{TN+FO,JC+FO}+G","G4",-20145.8788,-19918.5441,"TN{6.73137,12.2336}+FO{0.283021,0.199632,0.267063,0.250284};JC",40403.7576,40405.1603,40764.1483,"Mixture",4608,26,0.676432291666667,"17.64%",1020,20,0.4348,0.3714,0.0838,28.0179,1.0247,NA,"0.78","0.1402","0.1797","0","0.0011","0.007","0.0155","0.0112","0.1924"
"One_class","cluster5912.cds.aln-cln","TN+F+G4","G4",-20175.3895,-19918.5441,"TN{1,3.9791,1,1,6.4382,1}+F{0.2875,0.2155,0.2541,0.2429}",40460.779,40462.1323,40814.7342,"Mixture",4608,26,0.676432291666667,"17.64%",1020,18,0.3913,0.3854,0.0888,27.5136,1.0649,NA,"0.7615","0.1399","0.1837","0","0.0011","0.0069","0.0159","0.0111","0.2021"
"Mixture","cluster5970.cds.aln-cln","MIX{TN+FO,JC+FO}+I+G","I+G4",-13272.8541,-10341.8857,"TN{5.8576,9.14511}+FO{0.219956,0.20352,0.30487,0.271655};JC",26659.7083,26662.7042,26986.0521,"Mixture",2265,26,0.525386313465784,"26.93%",795,18,0.3913,0.159,0.039,27.4226,0.283,NA,"1.0746","0.2503","0.2329","0","0.0014","0.0138","0.0216","0.0229","0.216"
"One_class","cluster5970.cds.aln-cln","TN+F+I+G4","I+G4",-13295.5467,-10341.8857,"TN{1,2.8511,1,1,4.2352,1}+F{0.234,0.2231,0.2919,0.251}",26703.0933,26705.9846,27023.7118,"Mixture",2265,26,0.525386313465784,"26.93%",795,14,0.3043,0.1709,0.0419,25.0599,0.3178,NA,"1.058","0.2471","0.2336","0","0.0013","0.0134","0.0219","0.0228","0.2242"
"Mixture","cluster5932.cds.aln-cln","MIX{HKY+FO,JC+FO,TNe+FO,TPM2+FO}+G","G4",-8138.945,-5719.1265,"HKY{100}+FO{0.0376907,0.0319119,0.503774,0.426624};JC;TNe{7.89059,14.0239}+FQ;TPM2{0.0653056,0.442976}+FQ",16399.8899,16406.3328,16712.1877,"Mixture",1236,26,0.506472491909385,"30.83%",547,28,0.6087,0.9738,0.3012,54.4885,2.6762,NA,"1.95","0.4615","0.2367","0","0.003","0.0176","0.032","0.0259","0.2673"
"One_class","cluster5932.cds.aln-cln","HKY+F+G4","G4",-8220.9601,-5719.1265,"HKY{1,3.7333,1,1,3.7333,1}+F{0.2054,0.2428,0.269,0.2828}",16549.9202,16554.9499,16826.3806,"Mixture",1236,26,0.506472491909385,"30.83%",547,28,0.6087,0.6126,0.1693,40.0625,1.3701,NA,"1.5673","0.3731","0.2381","0","0.0027","0.0185","0.0398","0.0272","0.3907"
"Mixture","cluster6052.cds.aln-cln","MIX{K2P,JC+FO}+G","G4",-3795.5351,-2815.3778,"K2P{12.4722}+FQ;JC",7695.0703,7702.529,7938.1475,"Mixture",792,26,0.641414141414141,"21.59%",247,20,0.4348,0.3709,0.0847,42.6732,0.7489,NA,"0.8408","0.2148","0.2555","0","0.0016","0.0064","0.0167","0.0138","0.1668"
"One_class","cluster6052.cds.aln-cln","K2P+G4","G4",-3806.3219,-2815.3778,"K2P{1,4.2168,1,1,4.2168,1}+G4{0.25,0.25,0.25,0.25}",7714.6437,7721.8113,7953.0464,"Mixture",792,26,0.641414141414141,"21.59%",247,20,0.4348,0.3846,0.0922,41.9166,0.813,NA,"0.8186","0.2087","0.2549","0","0.0016","0.0065","0.0172","0.0133","0.1778"
"Mixture","cluster5962.cds.aln-cln","MIX{TN+FO,JC+FO,HKY+FO,K81+FO}+I+R2","I+R2",-9608.6676,-7062.2616,"TN{2.28028,11.0231}+FO{0.688147,0.0992761,0.140014,0.0725623};JC;HKY{14.0925}+FO{0.0964588,0.193419,0.407714,0.302408};K3P{1.19435,28.8988}+FQ",19349.3353,19354.6694,19709.2321,"Mixture",1725,26,0.575072463768116,"22.55%",564,12,0.2609,0.37,0.1173,26,0.5406,NA,"1.2383","0.1577","0.1274","0","0.0021","0.0128","0.0229","0.022","0.2667"
"One_class","cluster5962.cds.aln-cln","TIM3+F+I+R2","I+R2",-9681.9197,-7062.2616,"TIM3{1.4335,2.9301,1,1.4335,7.6051,1}+F{0.3077,0.1682,0.2934,0.2308}",19479.8394,19483.9475,19796.1124,"Mixture",1725,26,0.575072463768116,"22.55%",564,12,0.2609,0.2861,0.074,26,0.5801,NA,"1.1218","0.1488","0.1326","0","0.0021","0.0131","0.0253","0.023","0.3203"
"Mixture","cluster5980.cds.aln-cln","MIX{TIM+FO,JC+FO,F81+FO}+G","G4",-5501.6339,-4288.0551,"TIM{6.5126,0.682732,8.96984}+FO{0.160633,0.239924,0.360393,0.23905};JC;F81+FO{0.927074,0.0251601,0.0467763,0.000989102}",11125.2678,11133.3146,11424.7628,"Mixture",1002,26,0.577844311377245,"23.15%",372,30,0.6522,0.2883,0.0689,41.4729,0.5711,NA,"1.0737","0.1911","0.178","0","0.0021","0.0106","0.0206","0.022","0.1703"
"One_class","cluster5980.cds.aln-cln","TIM+F+I+R2","I+R2",-5527.0267,-4288.0551,"TIM{1,2.53,0.6778,0.6778,4.8415,1}+F{0.2635,0.2145,0.301,0.221}",11170.0534,11177.3111,11454.8191,"Mixture",1002,26,0.577844311377245,"23.15%",372,30,0.6522,0.3001,0.0772,44.4522,0.7285,NA,"1.01","0.1822","0.1804","0","0.0025","0.0113","0.0219","0.0229","0.1853"
"Mixture","cluster6076.cds.aln-cln","MIX{TNe,JC+FO}+G","G4",-8844.7039,-7881.9525,"TNe{11.2249,16.9121}+FQ;JC",17795.4077,17798.6037,18087.9801,"Mixture",1845,26,0.631978319783198,"19.84%",562,22,0.4783,0.3521,0.0765,36.9865,0.8792,NA,"0.8219","0.1516","0.1845","0","0.0013","0.0061","0.0163","0.0144","0.1707"
"One_class","cluster6076.cds.aln-cln","TNe+G4","G4",-8876.786,-7881.9525,"TNe{1,3.3487,1,1,4.6945,1}+G4{0.25,0.25,0.25,0.25}",17857.572,17860.6479,18144.6242,"Mixture",1845,26,0.631978319783198,"19.84%",562,22,0.4783,0.3785,0.0866,37.5766,0.9492,NA,"0.7969","0.1496","0.1877","0","0.0013","0.0065","0.0168","0.0142","0.1813"
"Mixture","cluster6083.cds.aln-cln","MIX{TN+FO,JC+FO}+G","G4",-4508.5758,-3447.8823,"TN{10.3042,27.587}+FO{0.334674,0.153972,0.243204,0.26815};JC",9129.1517,9135.5421,9407.0373,"Mixture",1056,26,0.682765151515151,"15.91%",260,22,0.4783,0.4539,0.1057,31.8748,1.3049,NA,"0.6925","0.1028","0.1484","0","0.0016","0.0076","0.0138","0.0118","0.174"
"One_class","cluster6083.cds.aln-cln","TN+F+G4","G4",-4524.9055,-3447.8823,"TN{1,3.4986,1,1,7.2837,1}+F{0.3029,0.1807,0.2624,0.254}",9159.8111,9165.9711,9432.7345,"Mixture",1056,26,0.682765151515151,"15.91%",260,22,0.4783,0.4723,0.1126,31.8748,1.3547,NA,"0.6752","0.1017","0.1506","0","0.0012","0.0076","0.0141","0.0117","0.1865"
"Mixture","cluster5844.cds.aln-cln","MIX{TN+FO,K80+FO,JC+FO}+G","G4",-17164.7785,-17240.1244,"TN{0.0567897,17.7225}+FO{0.620961,0.00679481,0.342314,0.0299302};K2P{12.2966}+FQ;JC",34445.557,34447.8016,34795.9776,"Mixture",3108,26,0.564350064350064,"24.68%",1213,24,0.5217,0.4251,0.1106,25.632,0.6398,NA,"1.0724","0.2354","0.2195","0","0.0031","0.0116","0.0204","0.0248","0.1762"
"One_class","cluster5844.cds.aln-cln","TN+F+G4","G4",-17242.3984,-17240.1244,"TN{1,2.8892,1,1,4.849,1}+F{0.3039,0.1971,0.2671,0.2319}",34594.7969,34596.8152,34927.0923,"Mixture",3108,26,0.564350064350064,"24.68%",1213,24,0.5217,0.4554,0.1177,25.632,0.7247,NA,"1.0017","0.2182","0.2178","0","0.0031","0.0117","0.0219","0.0262","0.1981"
"Mixture","cluster6055.cds.aln-cln","MIX{TN+FO,JC+FO}+G","G4",-15917.9099,-15635.8071,"TN{8.16061,13.0048}+FO{0.231746,0.193467,0.293872,0.280916};JC",31947.8198,31949.7829,32289.6663,"Mixture",3309,26,0.613780598368087,"20.04%",926,18,0.3913,0.3049,0.0676,29.5466,0.8366,NA,"0.8438","0.1759","0.2085","0","8e-04","0.0084","0.0168","0.0131","0.2201"
"One_class","cluster6055.cds.aln-cln","TN+F+G4","G4",-15951.851,-15635.8071,"TN{1,3.5652,1,1,5.0948,1}+F{0.2343,0.2137,0.2864,0.2657}",32013.7019,32015.5956,32349.444,"Mixture",3309,26,0.613780598368087,"20.04%",926,18,0.3913,0.3103,0.0697,29.5466,0.8776,NA,"0.8247","0.1738","0.2107","0","8e-04","0.0084","0.0172","0.013","0.2324"
"Mixture","cluster6112.cds.aln-cln","MIX{K2P,JC+FO}+I+G","I+G4",-10075.7025,-8167.849,"K2P{12.0867}+FQ;JC",20257.405,20260.9982,20543.9607,"Mixture",1647,26,0.485124468731026,"29.57%",689,28,0.6087,0.4304,0.1379,40.3485,0.6372,NA,"1.2569","0.2301","0.1831","0","0.0023","0.0113","0.0249","0.0243","0.1869"
"One_class","cluster6112.cds.aln-cln","K2P+I+G4","I+G4",-10103.0442,-8167.849,"K2P{1,4.1345,1,1,4.1345,1}+I{0.25,0.25,0.25,0.25}",20310.0885,20313.5464,20591.2374,"Mixture",1647,26,0.485124468731026,"29.57%",689,30,0.6522,0.4323,0.1317,40.7922,0.5551,NA,"1.2198","0.2291","0.1878","0","0.0018","0.0113","0.0257","0.0244","0.1982"
"Mixture","cluster6096.cds.aln-cln","MIX{TN+FO,JC+FO}+G","G4",-12674.1871,-12532.3936,"TN{6.66486,19.7854}+FO{0.294019,0.170577,0.287238,0.248166};JC",25460.3743,25462.5066,25797.6749,"Mixture",3051,26,0.685021304490331,"15.70%",699,18,0.3913,0.51,0.1336,32.2025,1.0935,NA,"0.7249","0.1709","0.2358","0","0.001","0.007","0.0143","0.0117","0.1284"
"One_class","cluster6096.cds.aln-cln","TN+F+G4","G4",-12704.9614,-12532.3936,"TN{1,3.1726,1,1,6.9201,1}+F{0.2827,0.2025,0.2762,0.2385}",25519.9227,25521.9795,25851.2001,"Mixture",3051,26,0.685021304490331,"15.70%",699,18,0.3913,0.5191,0.1405,33.0606,1.1477,NA,"0.7022","0.1684","0.2398","0","0.001","0.007","0.0148","0.0116","0.1376"
"Mixture","cluster6196.cds.aln-cln","MIX{HKY+FO,JC+FO,K80+FO}+I+R2","I+R2",-9243.5912,-7387.9215,"HKY{17.8247}+FO{0.0480608,0.0466874,0.549136,0.356116};JC;K2P{14.2771}+FQ",18605.1825,18609.4656,18926.4966,"Mixture",1713,26,0.57092819614711,"23.64%",577,26,0.5652,0.3254,0.1104,39.7618,0.5398,NA,"1.1778","0.2369","0.2011","0","0.0025","0.0108","0.022","0.0174","0.2766"
"One_class","cluster6196.cds.aln-cln","K2P+I+R2","I+R2",-9301.5481,-7387.9215,"K2P{1,3.803,1,1,3.803,1}+I{0.25,0.25,0.25,0.25}",18709.0961,18712.5464,18997.7342,"Mixture",1713,26,0.57092819614711,"23.64%",577,24,0.5217,0.2353,0.0648,39.4588,0.3472,NA,"1.0757","0.2178","0.2025","0","0.0025","0.0106","0.024","0.0173","0.3212"
"Mixture","cluster6081.cds.aln-cln","MIX{TIM2e,K80+FO,TIM3+FO}+G","G4",-12529.8355,-10446.1943,"TIM2e{0.45832,1.74104,5.97774}+FQ;K2P{1.16719}+FQ;TIM3{0.144248,3.71886,0.487591}+FO{0.217034,0.289946,0.380537,0.112483}",25183.6711,25187.5928,25532.609,"Mixture",2055,26,0.504622871046229,"29.29%",828,22,0.4783,0.5253,0.1742,31.686,1.2054,NA,"1.3899","0.3666","0.2638","3e-04","0.0016","0.0123","0.0265","0.0179","0.196"
"One_class","cluster6081.cds.aln-cln","TIM2e+G4","G4",-12575.997,-10446.1943,"TIM2e{0.6761,2.4531,0.6761,1,3.0428,1}+G4{0.25,0.25,0.25,0.25}",25257.9939,25260.8545,25556.2796,"Mixture",2055,26,0.504622871046229,"29.29%",828,20,0.4348,0.4524,0.1461,30.4795,0.8993,NA,"1.2987","0.345","0.2657","2e-04","0.0016","0.0126","0.0284","0.0182","0.2122"
"Mixture","cluster6240.cds.aln-cln","MIX{HKY+FO,JC+FO,K80+FO}+G","G4",-8344.5982,-6078.3023,"HKY{31.2624}+FO{0.0102842,0.114847,0.874509,0.000359838};JC;K2P{6.57968}+FQ",16803.1963,16808.0977,17102.4016,"Mixture",1407,26,0.51954513148543,"27.79%",521,24,0.5217,0.3119,0.0841,47.4131,0.7022,NA,"1.2393","0.2596","0.2095","0","0.0013","0.0113","0.023","0.0243","0.2421"
"One_class","cluster6240.cds.aln-cln","TN+F+G4","G4",-8372.7449,-6078.3023,"TN{1,2.8314,1,1,3.8754,1}+F{0.2185,0.2303,0.305,0.2463}",16855.4897,16860.0493,17144.1966,"Mixture",1407,26,0.51954513148543,"27.79%",521,24,0.5217,0.2497,0.0587,46.8615,0.3997,NA,"1.1266","0.232","0.2059","0","0.0016","0.0119","0.0253","0.0263","0.2775"
"Mixture","cluster6087.cds.aln-cln","MIX{TN+FO,JC+FO,K80+FO}+I+R3","I+R3",-9643.0058,-7507.3835,"TN{0.820582,100}+FO{0.432027,0.0130723,0.221816,0.333085};JC;K2P{18.9708}+FQ",19410.0117,19414.3589,19752.7683,"Mixture",1860,26,0.610215053763441,"21.83%",564,24,0.5217,0.2349,0.0483,43.0465,0.2639,NA,"1.1341","0.2177","0.192","0","0.002","0.0115","0.0201","0.0217","0.2016"
"One_class","cluster6087.cds.aln-cln","TN+F+I+R2","I+R2",-9693.6821,-7507.3835,"TN{1,3.3248,1,1,5.063,1}+F{0.2706,0.2139,0.2504,0.2651}",19501.3642,19505.0335,19816.4791,"Mixture",1860,26,0.610215053763441,"21.83%",564,24,0.5217,0.263,0.0613,42.72,0.5668,NA,"0.9834","0.1891","0.1923","0","0.0021","0.0126","0.0231","0.0239","0.2485"
"Mixture","cluster6266.cds.aln-cln","MIX{TIM2e,JC+FO,TNe+FO}+R2","R2",-13644.1438,-14156.3717,"TIM2e{2.34887,7.75604,22.7808}+FQ;JC;TNe{15.6812,0.0001}+FQ",27404.2875,27406.7556,27749.3144,"Mixture",2832,26,0.609110169491525,"19.92%",896,20,0.4348,0.2571,0.0703,39.8999,0.4822,NA,"0.9463","0.218","0.2304","0","0.0011","0.0092","0.0185","0.0162","0.1695"
"One_class","cluster6266.cds.aln-cln","TIM2e+G4","G4",-13676.017,-14156.3717,"TIM2e{1.3762,4.0396,1.3762,1,5.468,1}+G4{0.25,0.25,0.25,0.25}",27458.034,27460.0945,27773.3172,"Mixture",2832,26,0.609110169491525,"19.92%",896,22,0.4783,0.2787,0.0812,39.5095,0.5761,NA,"0.906","0.2059","0.2273","0","0.0011","0.0093","0.0193","0.0161","0.1846"
"Mixture","cluster6209.cds.aln-cln","MIX{TN+FO,JC+FO,TN+FO}+G","G4",-8863.8993,-7258.3439,"TN{2.68143,100}+FO{0.381898,0.314779,0.270234,0.0330896};JC;TN{92.0347,6.22811}+FO{0.032234,0.246041,0.389857,0.331868}",17851.7985,17856.5677,18189.0147,"Mixture",1701,26,0.611992945326279,"22.28%",552,24,0.5217,0.6301,0.2528,43.7379,1.751,NA,"1.6003","0.2919","0.1824","0","0.0018","0.01","0.021","0.0152","0.2178"
"One_class","cluster6209.cds.aln-cln","TN+F+G4","G4",-8926.6807,-7258.3439,"TN{1,2.6125,1,1,3.9618,1}+F{0.225,0.2689,0.3073,0.1989}",17963.3614,17967.106,18262.5048,"Mixture",1701,26,0.611992945326279,"22.28%",552,22,0.4783,0.2898,0.081,47.634,0.4758,NA,"1.0273","0.1797","0.1749","0","0.0024","0.011","0.0327","0.0193","0.3823"
"Mixture","cluster6379.cds.aln-cln","TNe+G4","G4",-2569.5864,-1792.6269,"TNe{1,2.3711,1,1,4.9038,1}+G4{0.25,0.25,0.25,0.25}",5243.1728,5255.7286,5461.4937,"Mixture",492,26,0.567073170731707,"21.34%",179,32,0.6957,0.3336,0.0807,47.1593,0.5533,NA,"0.9358","0.1716","0.1834","0","0","0.0085","0.0191","0.0172","0.218"
"One_class","cluster6379.cds.aln-cln","TNe+G4","G4",-2569.5868,-1792.6269,"TNe{1,2.3694,1,1,4.9016,1}+G4{0.25,0.25,0.25,0.25}",5243.1736,5255.7294,5461.4945,"Mixture",492,26,0.567073170731707,"21.34%",179,32,0.6957,0.3336,0.0807,43.9204,0.5532,NA,"0.9358","0.1716","0.1834","0","0","0.0085","0.0191","0.0173","0.218"
"Mixture","cluster6359.cds.aln-cln","MIX{TPM2,JC+FO,K80+FO}+G","G4",-12128.0801,-11028.2014,"TPM2{0.431554,1.8747}+FQ;JC;K2P{17.7212}+FQ",24366.1602,24368.8643,24682.7038,"Mixture",2334,26,0.589117395029991,"22.02%",749,20,0.4348,0.2247,0.0524,31.241,0.6799,NA,"0.9213","0.1525","0.1655","0","0.0013","0.0114","0.0185","0.0167","0.2111"
"One_class","cluster6359.cds.aln-cln","TPM2+G4","G4",-12142.7346,-11028.2014,"TPM2{0.6077,3.0151,0.6077,1,3.0151,1}+G4{0.25,0.25,0.25,0.25}",24389.4692,24391.8856,24688.7468,"Mixture",2334,26,0.589117395029991,"22.02%",749,20,0.4348,0.2409,0.0563,31.241,0.7163,NA,"0.9055","0.1513","0.1671","0","0.0013","0.0114","0.0188","0.0168","0.2197"
"Mixture","cluster6357.cds.aln-cln","MIX{TN+FO,K80+FO,K81+FO}+I+R2","I+R2",-7780.5646,-5931.5954,"TN{1.06343,2.84042}+FO{0.339104,0.188489,0.313763,0.158644};K2P{51.0985}+FQ;K3P{0.0001,100}+FQ",15685.1293,15691.8233,16002.245,"Mixture",1230,26,0.459349593495935,"32.11%",518,16,0.3478,0.8463,0.3255,28.8617,2.9218,NA,"1.8283","0.5006","0.2738","0","0.0025","0.0097","0.0331","0.0224","0.3979"
"One_class","cluster6357.cds.aln-cln","TIM3+F+I+R2","I+R2",-7821.2242,-5931.5954,"TIM3{0.6893,1.5652,1,0.6893,3.8541,1}+F{0.3106,0.2247,0.3075,0.1572}",15758.4484,15764.293,16055.105,"Mixture",1230,26,0.459349593495935,"32.11%",518,16,0.3478,0.6498,0.2414,30.0832,2.1314,NA,"1.624","0.4442","0.2735","0","0.0026","0.0102","0.0373","0.0225","0.4649"
"Mixture","cluster5992.cds.aln-cln","MIX{TN+FO,HKY+FO,TPM2u+FO}+I+R2","I+R2",-11547.6701,-10975.692,"TN{3.33873,2.79003}+FO{0.187082,0.226047,0.364208,0.222663};HKY{0.0001}+FO{0.701877,9.99947e-05,0.113183,0.18484};TPM2u{0.228968,5.81373}+FO{0.358074,0.444443,0.0114999,0.185983}",23231.3402,23235.9743,23615.3248,"One_class",2094,26,0.570678127984718,"29.04%",821,20,0.4348,0.3992,0.1414,39.5601,1.6071,NA,"1.2563","0.4522","0.3599","3e-04","0.0019","0.0087","0.0232","0.0188","0.2333"
"One_class","cluster5992.cds.aln-cln","TN+F+I+R2","I+R2",-11588.0415,-10975.692,"TN{1,3.0084,1,1,4.0716,1}+F{0.2284,0.2633,0.2866,0.2218}",23290.083,23293.3305,23611.9524,"One_class",2094,26,0.570678127984718,"29.04%",821,14,0.3043,0.3202,0.1126,27.7128,1.0977,NA,"1.1351","0.4039","0.3558","0","0.002","0.009","0.0256","0.0194","0.2735"
"Mixture","cluster6397.cds.aln-cln","MIX{TIM2e,JC+FO}+I+R2","I+R2",-13159.3585,-13844.5739,"TIM2e{2.86394,15.3342,22.2621}+FQ;JC",26430.717,26433.0973,26761.9765,"Mixture",2739,26,0.619934282584885,"18.66%",852,20,0.4348,0.3963,0.1057,34.2345,1.0072,NA,"0.8878","0.128","0.1442","0","0.0012","0.0097","0.0175","0.0179","0.2638"
"One_class","cluster6397.cds.aln-cln","TIM2e+I+R2","I+R2",-13192.7484,-13844.5739,"TIM2e{1.5426,4.2225,1.5426,1,5.4793,1}+I{0.25,0.25,0.25,0.25}",26495.4967,26497.7927,26820.8409,"Mixture",2739,26,0.619934282584885,"18.66%",852,18,0.3913,0.3852,0.0999,33.121,1.0468,NA,"0.8584","0.1261","0.1469","0","0.0013","0.0098","0.0181","0.0181","0.2825"
"Mixture","cluster6216.cds.aln-cln","MIX{TN+FO,JC+FO,HKY+FO}+G","G4",-14972.5882,-11914.4222,"TN{11.3965,13.9315}+FO{0.174294,0.240653,0.30087,0.284183};JC;HKY{19.6283}+FO{0.802022,0.0389138,0.0121092,0.146955}",30067.1764,30069.4699,30440.4779,"Mixture",3360,26,0.683928571428571,"18.99%",722,22,0.4783,0.3331,0.078,34.1321,0.8091,NA,"0.8492","0.149","0.1755","0","7e-04","0.008","0.0163","0.0138","0.223"
"One_class","cluster6216.cds.aln-cln","TIM3e+G4","G4",-15036.7678,-11914.4222,"TIM3e{0.6653,3.7552,1,0.6653,5.8492,1}+G4{0.25,0.25,0.25,0.25}",30179.5356,30181.267,30503.8795,"Mixture",3360,26,0.683928571428571,"18.99%",722,22,0.4783,0.333,0.0817,39.598,0.9371,NA,"0.7987","0.1395","0.1747","0","9e-04","0.0082","0.0173","0.0135","0.2505"
"Mixture","cluster6436.cds.aln-cln","MIX{K2P,JC+FO}+G","G4",-5986.7347,-4629.8294,"K2P{35.1642}+FQ;JC",12077.4695,12081.872,12346.5153,"Mixture",1305,26,0.659770114942529,"19.23%",352,26,0.5652,0.362,0.0834,35.327,0.9094,NA,"0.8299","0.1388","0.1672","0","8e-04","0.0078","0.0161","0.0143","0.186"
"One_class","cluster6436.cds.aln-cln","K2P+G4","G4",-6020.3674,-4629.8294,"K2P{1,4.4287,1,1,4.4287,1}+G4{0.25,0.25,0.25,0.25}",12142.7349,12146.9679,12406.6068,"Mixture",1305,26,0.659770114942529,"19.23%",352,24,0.5217,0.3908,0.0929,31.496,1.0071,NA,"0.7897","0.1356","0.1717","0","8e-04","0.0078","0.0169","0.015","0.2068"
"Mixture","cluster6447.cds.aln-cln","MIX{TN+FO,JC+FO}+G","G4",-3196.0064,-2525.6541,"TN{9.2998,47.3675}+FO{0.366577,0.142665,0.281932,0.208826};JC",6504.0128,6515.0387,6753.504,"Mixture",636,26,0.610062893081761,"23.43%",230,26,0.5652,0.3197,0.0779,48.0104,0.5863,NA,"0.9211","0.1847","0.2005","0","0.0016","0.008","0.0178","0.0144","0.1916"
"One_class","cluster6447.cds.aln-cln","TN+F+G4","G4",-3212.6099,-2525.6541,"TN{1,2.5932,1,1,6.3802,1}+F{0.3153,0.181,0.276,0.2276}",6535.2197,6545.8404,6780.2557,"Mixture",636,26,0.610062893081761,"23.43%",230,28,0.6087,0.3507,0.0859,47.927,0.73,NA,"0.8726","0.1747","0.2002","0","0.0016","0.0082","0.0188","0.0148","0.2108"
"Mixture","cluster6497.cds.aln-cln","MIX{TNe,JC+FO}+G","G4",-2779.5776,-2626.2007,"TNe{8.61237,13.319}+FQ;JC",5665.1553,5675.8145,5897.3915,"Mixture",591,26,0.609137055837564,"17.77%",227,30,0.6522,0.5758,0.162,55.5788,1.2308,NA,"0.8129","0.1368","0.1683","0","0.0017","0.0087","0.0165","0.0159","0.1205"
"One_class","cluster6497.cds.aln-cln","TNe+G4","G4",-2785.5202,-2626.2007,"TNe{1,3.1921,1,1,4.9461,1}+G4{0.25,0.25,0.25,0.25}",5675.0405,5685.2858,5902.8949,"Mixture",591,26,0.609137055837564,"17.77%",227,30,0.6522,0.5829,0.164,46.0109,1.2438,NA,"0.8072","0.1365","0.1691","0","0.0017","0.0087","0.0166","0.0158","0.123"
"Mixture","cluster6481.cds.aln-cln","TN+FO+G4","G4",-6570.3773,-5830.5611,"TN{1,2.841,1,1,4.4473,1}+FO{0.3017,0.2153,0.2702,0.2128}",13250.7546,13256.5495,13526.8651,"Mixture",1119,26,0.513851653261841,"25.92%",556,32,0.6957,0.2318,0.0459,50.9608,0.2469,NA,"1.1135","0.2708","0.2432","0","0.0013","0.0099","0.0227","0.0216","0.2158"
"One_class","cluster6481.cds.aln-cln","TN+F+G4","G4",-6570.4835,-5830.5611,"TN{1,2.7709,1,1,4.5344,1}+F{0.3087,0.2098,0.2726,0.2089}",13250.9669,13256.7618,13527.0774,"Mixture",1119,26,0.513851653261841,"25.92%",556,32,0.6957,0.2294,0.0459,52.9623,0.2495,NA,"1.1121","0.2712","0.2439","0","0.0019","0.01","0.0227","0.0216","0.2161"
"Mixture","cluster6418.cds.aln-cln","MIX{TN+FO,JC+FO}+G","G4",-11622.4178,-10055.4024,"TN{3.68211,7.92317}+FO{0.29143,0.178937,0.290943,0.23869};JC",23356.8355,23360.1605,23669.8383,"Mixture",1977,26,0.507334344967122,"27.42%",810,22,0.4783,0.182,0.0465,36.1801,0.2853,NA,"1.064","0.2094","0.1968","0","0.0017","0.0127","0.0215","0.0194","0.2212"
"One_class","cluster6418.cds.aln-cln","TN+F+G4","G4",-11631.7907,-10055.4024,"TN{1,2.5698,1,1,4.6694,1}+F{0.2759,0.2074,0.2907,0.226}",23373.5813,23376.788,23680.9948,"Mixture",1977,26,0.507334344967122,"27.42%",810,22,0.4783,0.1888,0.0474,36.1801,0.2998,NA,"1.0553","0.208","0.1971","0","0.0017","0.0127","0.0217","0.0194","0.226"
"Mixture","cluster6455.cds.aln-cln","MIX{K2P,JC+FO}+I+R3","I+R3",-9142.4282,-7625.4484,"K2P{9.39693}+FQ;JC",18396.8564,18401.0289,18697.554,"Mixture",1587,26,0.571518588531821,"25.96%",618,28,0.6087,0.3405,0.0733,44.7772,0.462,NA,"1.2081","0.2826","0.2339","0","0.0016","0.0148","0.023","0.0246","0.1665"
"One_class","cluster6455.cds.aln-cln","K2P+G4","G4",-9184.8848,-7625.4484,"K2P{1,3.9089,1,1,3.9089,1}+G4{0.25,0.25,0.25,0.25}",18471.7695,18475.2249,18745.6191,"Mixture",1587,26,0.571518588531821,"25.96%",618,28,0.6087,0.3381,0.0827,42.6263,0.3926,NA,"1.1294","0.2653","0.2349","0","0.0015","0.0154","0.0247","0.0268","0.1841"
"Mixture","cluster6488.cds.aln-cln","MIX{TN+FO,K80+FO}+G","G4",-13189.4234,-12949.0295,"TN{0.872355,1.91988}+FO{0.284445,0.162569,0.293297,0.25969};K2P{14.6655}+FQ",26492.8468,26495.1434,26834,"Mixture",2937,26,0.667007150153218,"18.79%",756,14,0.3043,0.4181,0.1191,24.3311,0.9812,NA,"0.7348","0.1659","0.2258","0","0.0016","0.0067","0.0146","0.0139","0.1232"
"One_class","cluster6488.cds.aln-cln","TN+F+G4","G4",-13223.6674,-12949.0295,"TN{1,3.6456,1,1,5.4317,1}+F{0.2544,0.2185,0.2744,0.2527}",26557.3349,26559.473,26886.5178,"Mixture",2937,26,0.667007150153218,"18.79%",756,16,0.3478,0.4364,0.1258,24.8193,1.0475,NA,"0.7158","0.1622","0.2266","0","0.0016","0.0067","0.015","0.014","0.1299"
